date,plant_code,plant_name,shift,total,fail_count,yield_rate,avg_temp,avg_humidity,avg_takt
2024-04-05,GWJ,광주공장,A,274,14,94.89,22.833941605839417,44.50583941605839,2.8177737226277375
2024-04-05,GWJ,광주공장,B,279,12,95.7,23.28673835125448,45.621863799283155,2.7559139784946236
2024-04-05,GWJ,광주공장,C,44,2,95.45,23.161363636363635,45.252272727272725,2.840681818181818
2024-04-05,HWS,화성공장,A,293,12,95.9,22.782935153583615,45.534129692832764,2.783720136518771
2024-04-05,HWS,화성공장,B,269,9,96.65,22.974721189591076,44.52230483271376,2.7988847583643124
2024-04-05,HWS,화성공장,C,36,3,91.67,22.108333333333334,44.791666666666664,2.866944444444444
2024-04-05,ULN,울산공장,A,809,41,94.93,22.945117428924597,45.240420271940664,2.8009270704573543
2024-04-05,ULN,울산공장,B,821,27,96.71,23.011936662606576,45.027527405602925,2.80400730816078
2024-04-05,ULN,울산공장,C,96,8,91.67,22.836458333333336,44.371874999999996,2.7748958333333333
2024-04-06,ASN,아산공장,A,480,15,96.88,23.058958333333333,44.96,2.7864999999999998
2024-04-06,ASN,아산공장,B,457,11,97.59,23.086652078774616,45.18862144420132,2.8039168490153177
2024-04-06,ASN,아산공장,C,63,6,90.48,23.004761904761903,43.70952380952381,2.737936507936508
2024-04-06,GWJ,광주공장,A,264,13,95.08,22.873106060606062,45.1625,2.7536742424242426
2024-04-06,GWJ,광주공장,B,310,15,95.16,23.01290322580645,45.30516129032258,2.7993225806451614
2024-04-06,GWJ,광주공장,C,33,2,93.94,23.57272727272727,47.224242424242426,2.8275757575757576
2024-04-06,HWS,화성공장,A,256,8,96.88,23.200390625,45.096875,2.786640625
2024-04-06,HWS,화성공장,B,265,11,95.85,23.37735849056604,46.047547169811324,2.803169811320755
2024-04-06,HWS,화성공장,C,31,1,96.77,23.374193548387098,42.906451612903226,2.8390322580645164
2024-04-06,ULN,울산공장,A,878,27,96.92,22.79510250569476,45.34510250569476,2.7833371298405467
2024-04-06,ULN,울산공장,B,817,21,97.43,23.043084455324358,44.80293757649939,2.797466340269278
2024-04-06,ULN,울산공장,C,90,3,96.67,22.636666666666667,45.17444444444444,2.8046666666666664
2024-04-07,ASN,아산공장,A,490,15,96.94,23.08469387755102,45.02448979591837,2.7830204081632655
2024-04-07,ASN,아산공장,B,499,20,95.99,23.004008016032063,45.39098196392785,2.8105210420841686
2024-04-07,ASN,아산공장,C,72,1,98.61,22.538888888888888,44.32222222222222,2.8193055555555557
2024-04-07,GWJ,광주공장,A,277,9,96.75,23.16462093862816,44.53898916967509,2.792779783393502
2024-04-07,GWJ,광주공장,B,279,16,94.27,23.04121863799283,44.46164874551971,2.8142652329749103
2024-04-07,GWJ,광주공장,C,41,2,95.12,23.67560975609756,45.52439024390244,2.8658536585365852
2024-04-07,HWS,화성공장,A,260,19,92.69,22.979615384615386,44.86615384615385,2.8267307692307693
2024-04-07,HWS,화성공장,B,261,8,96.93,22.860919540229883,45.34597701149425,2.7899616858237546
2024-04-07,HWS,화성공장,C,31,2,93.55,23.574193548387097,44.79032258064516,2.7235483870967743
2024-04-07,ULN,울산공장,A,845,38,95.5,22.789585798816567,45.397869822485205,2.7854792899408283
2024-04-07,ULN,울산공장,B,829,30,96.38,22.801568154402894,45.15174909529554,2.7846682750301563
2024-04-07,ULN,울산공장,C,93,4,95.7,22.780645161290323,44.921505376344086,2.7653763440860217
2024-04-08,ASN,아산공장,A,455,18,96.04,22.935824175824173,45.1789010989011,2.794065934065934
2024-04-08,ASN,아산공장,B,462,12,97.4,23.03874458874459,45.075108225108224,2.804372294372294
2024-04-08,ASN,아산공장,C,65,1,98.46,22.62923076923077,45.15538461538461,2.752153846153846
2024-04-08,GWJ,광주공장,A,283,16,94.35,23.2226148409894,44.38409893992933,2.7518374558303886
2024-04-08,GWJ,광주공장,B,306,14,95.42,23.015359477124182,45.0875816993464,2.7826797385620914
2024-04-08,GWJ,광주공장,C,41,2,95.12,23.265853658536585,45.40731707317073,2.8614634146341467
2024-04-08,HWS,화성공장,A,290,12,95.86,23.058275862068964,44.91172413793103,2.815103448275862
2024-04-08,HWS,화성공장,B,268,9,96.64,22.78171641791045,44.63694029850747,2.7986194029850746
2024-04-08,HWS,화성공장,C,40,0,100.0,22.857499999999998,42.010000000000005,2.8272500000000003
2024-04-08,ULN,울산공장,A,850,29,96.59,22.95705882352941,45.414941176470585,2.796
2024-04-08,ULN,울산공장,B,844,31,96.33,23.109360189573458,44.82796208530806,2.789431279620853
2024-04-08,ULN,울산공장,C,125,4,96.8,22.8672,46.330400000000004,2.7453600000000002
2024-04-09,ASN,아산공장,A,499,20,95.99,23.097595190380762,44.376953907815626,2.8175951903807617
2024-04-09,ASN,아산공장,B,510,19,96.27,22.939411764705884,45.22509803921569,2.7918431372549017
2024-04-09,ASN,아산공장,C,61,4,93.44,22.74590163934426,43.283606557377055,2.774426229508197
2024-04-09,GWJ,광주공장,A,273,7,97.44,23.135164835164833,45.82051282051282,2.800695970695971
2024-04-09,GWJ,광주공장,B,291,10,96.56,22.90274914089347,44.902061855670105,2.807594501718213
2024-04-09,GWJ,광주공장,C,43,4,90.7,22.97906976744186,43.1953488372093,2.7827906976744186
2024-04-09,HWS,화성공장,A,277,11,96.03,22.94981949458484,45.66245487364621,2.7742238267148016
2024-04-09,HWS,화성공장,B,292,13,95.55,23.062671232876713,45.08082191780822,2.813116438356164
2024-04-09,HWS,화성공장,C,23,1,95.65,22.960869565217394,43.02173913043478,2.8491304347826087
2024-04-09,ULN,울산공장,A,821,28,96.59,23.044092570036543,44.73142509135201,2.796187576126675
2024-04-09,ULN,울산공장,B,834,28,96.64,23.1363309352518,45.12158273381295,2.8026738609112707
2024-04-09,ULN,울산공장,C,104,6,94.23,22.56346153846154,43.98173076923077,2.8147115384615384
2024-04-10,ASN,아산공장,A,467,24,94.86,22.941755888650963,44.767665952890795,2.7919057815845822
2024-04-10,ASN,아산공장,B,491,14,97.15,22.972912423625257,44.98492871690427,2.7813441955193485
2024-04-10,ASN,아산공장,C,51,1,98.04,22.49607843137255,46.2078431372549,2.7962745098039212
2024-04-10,GWJ,광주공장,A,264,11,95.83,23.052651515151513,45.13068181818182,2.8428030303030303
2024-04-10,GWJ,광주공장,B,254,8,96.85,23.190157480314962,45.41023622047244,2.786299212598425
2024-04-10,GWJ,광주공장,C,39,3,92.31,23.076923076923077,45.23076923076923,2.7505128205128204
2024-04-10,HWS,화성공장,A,301,11,96.35,22.851162790697675,45.325581395348834,2.7851827242524916
2024-04-10,HWS,화성공장,B,284,13,95.42,22.70739436619718,44.785563380281694,2.8149647887323943
2024-04-10,HWS,화성공장,C,41,3,92.68,23.01951219512195,43.702439024390245,2.8078048780487808
2024-04-10,ULN,울산공장,A,848,40,95.28,23.03290094339623,44.88455188679245,2.8036556603773586
2024-04-10,ULN,울산공장,B,834,23,97.24,23.062470023980815,44.89352517985611,2.829484412470024
2024-04-10,ULN,울산공장,C,105,5,95.24,23.504761904761907,44.239999999999995,2.846952380952381
2024-04-11,ASN,아산공장,A,531,25,95.29,23.06403013182674,44.82241054613936,2.812297551789077
2024-04-11,ASN,아산공장,B,495,18,96.36,23.08969696969697,45.20020202020202,2.7974343434343436
2024-04-11,ASN,아산공장,C,46,4,91.3,23.349999999999998,45.78478260869565,2.7897826086956523
2024-04-11,GWJ,광주공장,A,289,7,97.58,22.832871972318337,44.04117647058823,2.796574394463668
2024-04-11,GWJ,광주공장,B,300,12,96.0,23.215666666666667,44.275666666666666,2.7968666666666664
2024-04-11,GWJ,광주공장,C,36,4,88.89,23.275,45.16388888888889,2.6888888888888887
2024-04-11,HWS,화성공장,A,277,7,97.47,22.966787003610108,44.629602888086644,2.815054151624549
2024-04-11,HWS,화성공장,B,285,13,95.44,23.154736842105265,45.05122807017544,2.8162105263157895
2024-04-11,HWS,화성공장,C,25,3,88.0,22.868000000000002,45.532,2.7924
2024-04-11,ULN,울산공장,A,806,24,97.02,23.06712158808933,44.84466501240695,2.7966873449131513
2024-04-11,ULN,울산공장,B,797,33,95.86,23.014554579673774,44.78469259723965,2.8027352572145547
2024-04-11,ULN,울산공장,C,108,9,91.67,23.552777777777777,45.41574074074074,2.750648148148148
2024-04-12,ASN,아산공장,A,524,19,96.37,22.77881679389313,44.17041984732824,2.8292748091603053
2024-04-12,ASN,아산공장,B,505,20,96.04,23.057029702970297,45.100396039603964,2.8092277227722775
2024-04-12,ASN,아산공장,C,55,3,94.55,22.99818181818182,43.530909090909084,2.7945454545454544
2024-04-12,GWJ,광주공장,A,300,8,97.33,23.069,44.75566666666667,2.7776666666666667
2024-04-12,GWJ,광주공장,B,282,9,96.81,23.412056737588653,44.16382978723404,2.7861702127659576
2024-04-12,GWJ,광주공장,C,48,2,95.83,24.15625,46.456250000000004,2.860208333333333
2024-04-12,HWS,화성공장,A,279,8,97.13,22.67885304659498,45.488172043010756,2.8099641577060934
2024-04-12,HWS,화성공장,B,254,12,95.28,23.190944881889763,45.26299212598425,2.7445275590551184
2024-04-12,HWS,화성공장,C,40,2,95.0,23.4725,42.542500000000004,2.7755
2024-04-12,ULN,울산공장,A,833,23,97.24,22.954621848739496,45.35810324129652,2.8151860744297723
2024-04-12,ULN,울산공장,B,849,35,95.88,23.05889281507656,45.174087161366316,2.796855123674912
2024-04-12,ULN,울산공장,C,99,6,93.94,22.648484848484845,45.270707070707076,2.7474747474747474
2024-04-13,ASN,아산공장,A,486,14,97.12,22.986213991769546,44.56440329218107,2.8067489711934157
2024-04-13,ASN,아산공장,B,456,16,96.49,23.00986842105263,45.00614035087719,2.8111403508771926
2024-04-13,ASN,아산공장,C,60,4,93.33,23.256666666666668,43.63666666666666,2.779166666666667
2024-04-13,GWJ,광주공장,A,283,19,93.29,22.8773851590106,44.58303886925795,2.8092226148409893
2024-04-13,GWJ,광주공장,B,256,10,96.09,22.73359375,44.78515625,2.7927343749999998
2024-04-13,GWJ,광주공장,C,38,2,94.74,22.173684210526318,47.113157894736844,2.8092105263157894
2024-04-13,HWS,화성공장,A,281,17,93.95,23.003914590747332,46.72455516014235,2.796654804270463
2024-04-13,HWS,화성공장,B,288,10,96.53,23.075000000000003,43.95972222222222,2.8002430555555557
2024-04-13,HWS,화성공장,C,39,2,94.87,23.153846153846153,45.75128205128205,2.8315384615384613
2024-04-13,ULN,울산공장,A,810,34,95.8,23.085185185185185,44.532716049382714,2.7899753086419756
2024-04-13,ULN,울산공장,B,861,29,96.63,22.937514518002324,44.95725900116144,2.8016260162601623
2024-04-13,ULN,울산공장,C,116,4,96.55,23.17413793103448,44.40172413793104,2.7768103448275863
2024-04-14,ASN,아산공장,A,482,16,96.68,22.771784232365146,45.07738589211618,2.804045643153527
2024-04-14,ASN,아산공장,B,466,14,97.0,22.99785407725322,45.67832618025751,2.7965665236051502
2024-04-14,ASN,아산공장,C,48,2,95.83,22.49791666666667,44.72083333333333,2.7770833333333336
2024-04-14,GWJ,광주공장,A,281,10,96.44,23.165836298932387,46.365480427046265,2.809715302491103
2024-04-14,GWJ,광주공장,B,283,15,94.7,22.856890459363957,45.0678445229682,2.8101060070671378
2024-04-14,GWJ,광주공장,C,34,2,94.12,22.929411764705883,43.59117647058823,2.925588235294118
2024-04-14,HWS,화성공장,A,269,13,95.17,23.021933085501857,44.98066914498141,2.8048327137546467
2024-04-14,HWS,화성공장,B,288,13,95.49,23.367361111111112,45.55763888888889,2.7868055555555555
2024-04-14,HWS,화성공장,C,38,2,94.74,23.56578947368421,44.46578947368421,2.791315789473684
2024-04-14,ULN,울산공장,A,788,25,96.83,22.943908629441623,44.312055837563456,2.79993654822335
2024-04-14,ULN,울산공장,B,819,32,96.09,23.046520146520145,44.856043956043955,2.8001465201465203
2024-04-14,ULN,울산공장,C,124,6,95.16,22.861290322580647,44.71290322580645,2.81
2024-04-15,ASN,아산공장,A,519,22,95.76,23.17360308285164,44.828323699421965,2.8140655105973025
2024-04-15,ASN,아산공장,B,455,19,95.82,22.986813186813187,45.21780219780219,2.7958241758241758
2024-04-15,ASN,아산공장,C,52,3,94.23,22.809615384615384,45.978846153846156,2.776923076923077
2024-04-15,GWJ,광주공장,A,346,10,97.11,23.165895953757225,45.166763005780346,2.8035260115606935
2024-04-15,GWJ,광주공장,B,274,9,96.72,23.12043795620438,45.05802919708029,2.7993430656934306
2024-04-15,GWJ,광주공장,C,35,3,91.43,23.357142857142858,45.94571428571428,2.8082857142857143
2024-04-15,HWS,화성공장,A,267,11,95.88,23.05243445692884,45.49700374531835,2.8135955056179776
2024-04-15,HWS,화성공장,B,260,8,96.92,22.840769230769233,45.393076923076926,2.808692307692308
2024-04-15,HWS,화성공장,C,29,1,96.55,23.355172413793102,44.39655172413793,2.866551724137931
2024-04-15,ULN,울산공장,A,861,35,95.93,23.22206736353078,45.05029036004646,2.816260162601626
2024-04-15,ULN,울산공장,B,838,31,96.3,23.060859188544153,44.50513126491647,2.8029713603818616
2024-04-15,ULN,울산공장,C,121,13,89.26,23.45702479338843,45.89173553719008,2.8269421487603306
2024-04-16,ASN,아산공장,A,499,24,95.19,23.02685370741483,45.45591182364729,2.829619238476954
2024-04-16,ASN,아산공장,B,481,15,96.88,22.996257796257797,44.906860706860705,2.8396257796257793
2024-04-16,ASN,아산공장,C,57,1,98.25,22.963157894736845,43.17017543859649,2.771578947368421
2024-04-16,GWJ,광주공장,A,280,15,94.64,22.917142857142856,44.51535714285714,2.765892857142857
2024-04-16,GWJ,광주공장,B,251,8,96.81,23.16733067729084,44.66454183266932,2.8276892430278884
2024-04-16,GWJ,광주공장,C,35,2,94.29,23.725714285714286,45.55714285714286,2.8254285714285716
2024-04-16,HWS,화성공장,A,274,19,93.07,23.01204379562044,45.214233576642336,2.796751824817518
2024-04-16,HWS,화성공장,B,288,11,96.18,23.05173611111111,45.61597222222222,2.7903819444444444
2024-04-16,HWS,화성공장,C,26,1,96.15,23.303846153846152,45.88461538461539,2.75
2024-04-16,ULN,울산공장,A,825,41,95.03,23.129333333333335,44.81163636363636,2.803539393939394
2024-04-16,ULN,울산공장,B,768,28,96.35,23.16028645833333,45.098828125000004,2.813763020833333
2024-04-16,ULN,울산공장,C,116,9,92.24,22.767241379310345,44.80948275862069,2.8118103448275864
2024-04-17,ASN,아산공장,A,478,12,97.49,22.911087866108787,45.56589958158996,2.778682008368201
2024-04-17,ASN,아산공장,B,448,24,94.64,23.033258928571428,45.13258928571429,2.8049330357142854
2024-04-17,ASN,아산공장,C,52,5,90.38,23.601923076923075,42.82884615384615,2.773076923076923
2024-04-17,GWJ,광주공장,A,268,10,96.27,23.09179104477612,45.201492537313435,2.8099626865671645
2024-04-17,GWJ,광주공장,B,260,10,96.15,23.19846153846154,45.339230769230774,2.7844615384615388
2024-04-17,GWJ,광주공장,C,35,1,97.14,22.99142857142857,43.89142857142857,2.7317142857142858
2024-04-17,HWS,화성공장,A,274,9,96.72,22.843795620437955,44.62043795620438,2.7924817518248175
2024-04-17,HWS,화성공장,B,287,6,97.91,23.310452961672475,44.624738675958184,2.8047038327526135
2024-04-17,HWS,화성공장,C,35,2,94.29,22.405714285714286,47.537142857142854,2.8542857142857145
2024-04-17,ULN,울산공장,A,867,34,96.08,22.979700115340254,44.891234140715106,2.7951787773933106
2024-04-17,ULN,울산공장,B,832,20,97.6,23.04338942307692,44.67055288461539,2.793762019230769
2024-04-17,ULN,울산공장,C,99,4,95.96,23.348484848484848,45.28484848484848,2.8158585858585856
2024-04-18,ASN,아산공장,A,439,16,96.36,23.152164009111615,45.119589977220954,2.799840546697039
2024-04-18,ASN,아산공장,B,423,13,96.93,22.739007092198584,45.07895981087471,2.79628841607565
2024-04-18,ASN,아산공장,C,52,2,96.15,22.36346153846154,44.04038461538461,2.770576923076923
2024-04-18,GWJ,광주공장,A,264,14,94.7,23.09507575757576,45.634469696969695,2.7845454545454547
2024-04-18,GWJ,광주공장,B,264,10,96.21,23.44962121212121,44.55795454545454,2.762272727272727
2024-04-18,GWJ,광주공장,C,29,0,100.0,23.313793103448276,43.83793103448276,2.7420689655172414
2024-04-18,HWS,화성공장,A,290,14,95.17,23.252068965517243,45.178275862068965,2.8096206896551723
2024-04-18,HWS,화성공장,B,291,12,95.88,22.860481099656358,45.11408934707904,2.763333333333333
2024-04-18,HWS,화성공장,C,48,4,91.67,23.25,45.35,2.80125
2024-04-18,ULN,울산공장,A,906,32,96.47,23.072075055187636,45.310706401766005,2.7930242825607063
2024-04-18,ULN,울산공장,B,858,36,95.8,23.048135198135196,45.12960372960372,2.8021678321678323
2024-04-18,ULN,울산공장,C,100,9,91.0,23.246,44.378,2.7645999999999997
2024-04-19,ASN,아산공장,A,474,18,96.2,22.87362869198312,45.004641350210974,2.786434599156118
2024-04-19,ASN,아산공장,B,469,14,97.01,23.08678038379531,45.159061833688696,2.7870362473347545
2024-04-19,ASN,아산공장,C,53,5,90.57,22.869811320754714,45.93962264150944,2.7767924528301884
2024-04-19,GWJ,광주공장,A,280,8,97.14,22.844285714285714,44.785357142857144,2.836642857142857
2024-04-19,GWJ,광주공장,B,275,7,97.45,23.402545454545454,44.13381818181818,2.789490909090909
2024-04-19,GWJ,광주공장,C,33,4,87.88,23.027272727272727,44.21212121212121,2.831818181818182
2024-04-19,HWS,화성공장,A,283,19,93.29,22.857597173144875,44.105653710247346,2.8032508833922263
2024-04-19,HWS,화성공장,B,310,12,96.13,22.940967741935484,45.303548387096775,2.7811290322580646
2024-04-19,HWS,화성공장,C,36,2,94.44,22.072222222222223,45.09444444444445,2.7975
2024-04-19,ULN,울산공장,A,822,27,96.72,23.048418491484185,45.22664233576643,2.7992457420924572
2024-04-19,ULN,울산공장,B,858,31,96.39,23.026456876456876,44.622610722610716,2.8045104895104895
2024-04-19,ULN,울산공장,C,112,4,96.43,23.006249999999998,45.89821428571429,2.7935714285714286
2024-04-20,ASN,아산공장,A,475,25,94.74,22.930736842105265,44.03284210526316,2.7981052631578947
2024-04-20,ASN,아산공장,B,507,27,94.67,22.902366863905325,45.18007889546351,2.8156015779092702
2024-04-20,ASN,아산공장,C,64,2,96.88,23.325,44.7875,2.7915625
2024-04-20,GWJ,광주공장,A,294,10,96.6,23.11326530612245,44.25544217687075,2.7794217687074827
2024-04-20,GWJ,광주공장,B,265,4,98.49,23.450188679245283,45.46905660377358,2.831433962264151
2024-04-20,GWJ,광주공장,C,47,5,89.36,22.90212765957447,46.691489361702125,2.827872340425532
2024-04-20,HWS,화성공장,A,304,14,95.39,23.104934210526313,45.13552631578948,2.8131250000000003
2024-04-20,HWS,화성공장,B,290,6,97.93,22.843793103448274,44.92068965517242,2.813103448275862
2024-04-20,HWS,화성공장,C,32,2,93.75,24.20625,45.775,2.7984375
2024-04-20,ULN,울산공장,A,838,43,94.87,23.06491646778043,44.709188544152745,2.7833412887828164
2024-04-20,ULN,울산공장,B,877,39,95.55,22.996465222348917,44.52428734321551,2.788916761687571
2024-04-20,ULN,울산공장,C,101,9,91.09,23.60693069306931,44.6019801980198,2.7899009900990097
2024-04-21,ASN,아산공장,A,447,13,97.09,22.93557046979866,44.91252796420582,2.80586129753915
2024-04-21,ASN,아산공장,B,498,22,95.58,22.962048192771086,44.846586345381525,2.8026104417670683
2024-04-21,ASN,아산공장,C,57,1,98.25,22.975438596491227,43.74385964912281,2.762982456140351
2024-04-21,GWJ,광주공장,A,296,14,95.27,23.06418918918919,44.50304054054054,2.807601351351351
2024-04-21,GWJ,광주공장,B,260,9,96.54,23.183461538461536,45.47230769230769,2.7890384615384614
2024-04-21,GWJ,광주공장,C,38,3,92.11,22.560526315789474,45.497368421052634,2.753421052631579
2024-04-21,HWS,화성공장,A,284,8,97.18,22.70492957746479,44.665845070422534,2.781725352112676
2024-04-21,HWS,화성공장,B,270,11,95.93,23.053703703703704,44.91851851851852,2.8273333333333333
2024-04-21,HWS,화성공장,C,45,2,95.56,23.03777777777778,45.364444444444445,2.7968888888888888
2024-04-21,ULN,울산공장,A,783,23,97.06,23.077139208173694,44.88467432950191,2.8019029374201785
2024-04-21,ULN,울산공장,B,876,28,96.8,22.763812785388126,45.134360730593606,2.7993949771689497
2024-04-21,ULN,울산공장,C,117,3,97.44,22.49230769230769,45.582905982905984,2.827948717948718
2024-04-22,ASN,아산공장,A,456,22,95.18,22.68377192982456,44.87390350877193,2.7831798245614037
2024-04-22,ASN,아산공장,B,452,23,94.91,22.796681415929203,45.32101769911504,2.7928318584070793
2024-04-22,ASN,아산공장,C,55,7,87.27,23.081818181818182,45.36727272727273,2.802909090909091
2024-04-22,GWJ,광주공장,A,288,15,94.79,22.94826388888889,43.915625000000006,2.8125
2024-04-22,GWJ,광주공장,B,268,12,95.52,22.845522388059702,44.952238805970154,2.7910074626865673
2024-04-22,GWJ,광주공장,C,33,2,93.94,23.403030303030302,44.53939393939394,2.6990909090909088
2024-04-22,HWS,화성공장,A,248,8,96.77,23.163709677419355,44.689112903225805,2.8004032258064515
2024-04-22,HWS,화성공장,B,304,15,95.07,22.920394736842105,44.74901315789474,2.8143421052631576
2024-04-22,HWS,화성공장,C,36,5,86.11,23.913888888888888,46.65833333333333,2.7525
2024-04-22,ULN,울산공장,A,822,39,95.26,22.90583941605839,45.158029197080296,2.797931873479319
2024-04-22,ULN,울산공장,B,842,45,94.66,23.114251781472685,45.12850356294536,2.8092280285035627
2024-04-22,ULN,울산공장,C,89,4,95.51,22.879775280898876,45.20674157303371,2.783258426966292
2024-04-23,ASN,아산공장,A,475,16,96.63,22.95557894736842,44.93073684210526,2.8164631578947366
2024-04-23,ASN,아산공장,B,451,9,98.0,22.843680709534368,45.30731707317073,2.792682926829268
2024-04-23,ASN,아산공장,C,60,6,90.0,23.041666666666668,46.35333333333333,2.8128333333333333
2024-04-23,GWJ,광주공장,A,269,14,94.8,22.937174721189592,45.541635687732345,2.7986988847583643
2024-04-23,GWJ,광주공장,B,269,12,95.54,22.80185873605948,45.305576208178444,2.784089219330855
2024-04-23,GWJ,광주공장,C,30,5,83.33,23.066666666666666,45.806666666666665,2.8826666666666667
2024-04-23,HWS,화성공장,A,285,15,94.74,22.900350877192984,45.004210526315795,2.7841754385964914
2024-04-23,HWS,화성공장,B,264,5,98.11,22.735227272727276,44.558712121212125,2.8274242424242426
2024-04-23,HWS,화성공장,C,31,3,90.32,22.95483870967742,46.248387096774195,2.740645161290322
2024-04-23,ULN,울산공장,A,836,27,96.77,23.02081339712919,44.98588516746411,2.795047846889952
2024-04-23,ULN,울산공장,B,831,37,95.55,22.958002406738867,45.24067388688327,2.8135740072202164
2024-04-23,ULN,울산공장,C,111,9,91.89,23.265765765765767,45.747747747747745,2.8116216216216214
2024-04-24,ASN,아산공장,A,497,24,95.17,23.15271629778672,45.19396378269618,2.8199396378269617
2024-04-24,ASN,아산공장,B,464,15,96.77,22.783836206896552,44.06681034482759,2.7868965517241375
2024-04-24,ASN,아산공장,C,58,2,96.55,23.56896551724138,43.92413793103448,2.8444827586206896
2024-04-24,GWJ,광주공장,A,324,9,97.22,22.904629629629632,44.574691358024694,2.7964506172839503
2024-04-24,GWJ,광주공장,B,243,13,94.65,22.846090534979425,44.15884773662552,2.7996296296296292
2024-04-24,GWJ,광주공장,C,29,2,93.1,22.71034482758621,47.38620689655173,2.75551724137931
2024-04-24,HWS,화성공장,A,282,5,98.23,23.02127659574468,44.2790780141844,2.7806382978723403
2024-04-24,HWS,화성공장,B,283,16,94.35,23.27526501766784,45.31872791519435,2.795017667844523
2024-04-24,HWS,화성공장,C,29,1,96.55,23.110344827586207,44.341379310344834,2.7127586206896552
2024-04-24,ULN,울산공장,A,846,38,95.51,23.10035460992908,45.1404255319149,2.8090543735224585
2024-04-24,ULN,울산공장,B,786,33,95.8,22.8324427480916,45.279770992366416,2.788702290076336
2024-04-24,ULN,울산공장,C,99,8,91.92,23.05252525252525,45.878787878787875,2.7884848484848486
2024-04-25,ASN,아산공장,A,416,19,95.43,22.94591346153846,44.85264423076923,2.796322115384615
2024-04-25,ASN,아산공장,B,440,16,96.36,23.124772727272727,45.90022727272727,2.8051363636363638
2024-04-25,ASN,아산공장,C,49,0,100.0,22.759183673469387,43.81428571428572,2.8334693877551023
2024-04-25,GWJ,광주공장,A,278,7,97.48,22.967625899280577,45.10071942446043,2.7767985611510793
2024-04-25,GWJ,광주공장,B,288,11,96.18,22.701736111111114,43.795138888888886,2.785451388888889
2024-04-25,GWJ,광주공장,C,36,1,97.22,22.841666666666665,47.73888888888889,2.8130555555555556
2024-04-25,HWS,화성공장,A,279,13,95.34,22.866308243727598,45.77455197132617,2.7847311827956993
2024-04-25,HWS,화성공장,B,278,10,96.4,23.178057553956833,44.929496402877696,2.817410071942446
2024-04-25,HWS,화성공장,C,32,2,93.75,23.484375,46.471875,2.8346875
2024-04-25,ULN,울산공장,A,846,40,95.27,23.019267139479904,45.41406619385343,2.7986643026004727
2024-04-25,ULN,울산공장,B,838,33,96.06,22.941169451073986,45.75393794749404,2.8059427207637233
2024-04-25,ULN,울산공장,C,104,7,93.27,23.208653846153844,44.513461538461534,2.7936538461538465
2024-04-26,ASN,아산공장,A,469,21,95.52,22.977398720682302,45.00788912579957,2.806737739872068
2024-04-26,ASN,아산공장,B,441,18,95.92,22.901587301587302,45.459410430839,2.783514739229025
2024-04-26,ASN,아산공장,C,60,5,91.67,23.206666666666667,44.00833333333333,2.798
2024-04-26,GWJ,광주공장,A,272,11,95.96,23.174632352941178,44.064338235294116,2.8235661764705884
2024-04-26,GWJ,광주공장,B,306,10,96.73,22.976797385620912,44.1437908496732,2.804411764705882
2024-04-26,GWJ,광주공장,C,38,1,97.37,23.23157894736842,45.88157894736842,2.8236842105263156
2024-04-26,HWS,화성공장,A,266,12,95.49,22.91278195488722,45.82368421052632,2.7966165413533832
2024-04-26,HWS,화성공장,B,281,7,97.51,22.868327402135233,44.78967971530249,2.8108185053380783
2024-04-26,HWS,화성공장,C,26,3,88.46,22.065384615384616,47.30769230769231,2.698846153846154
2024-04-26,ULN,울산공장,A,839,36,95.71,23.000953516090583,44.57139451728248,2.8020143027413584
2024-04-26,ULN,울산공장,B,839,33,96.07,22.908581644815257,44.48367103694875,2.799761620977354
2024-04-26,ULN,울산공장,C,93,5,94.62,23.38279569892473,43.23548387096774,2.813655913978495
2024-04-27,ASN,아산공장,A,438,14,96.8,23.03401826484018,44.51506849315068,2.7954794520547948
2024-04-27,ASN,아산공장,B,483,17,96.48,22.96231884057971,45.18033126293996,2.7721325051759838
2024-04-27,ASN,아산공장,C,50,7,86.0,22.451999999999998,44.792,2.8388
2024-04-27,GWJ,광주공장,A,266,8,96.99,23.08684210526316,45.291729323308275,2.803383458646617
2024-04-27,GWJ,광주공장,B,313,15,95.21,23.03003194888179,44.33003194888179,2.7698083067092654
2024-04-27,GWJ,광주공장,C,35,3,91.43,23.514285714285716,45.47428571428571,2.790285714285714
2024-04-27,HWS,화성공장,A,282,13,95.39,23.163829787234043,44.446453900709216,2.7887943262411348
2024-04-27,HWS,화성공장,B,269,16,94.05,23.136059479553904,44.83122676579926,2.8011152416356877
2024-04-27,HWS,화성공장,C,39,1,97.44,23.515384615384615,46.13846153846154,2.6746153846153846
2024-04-27,ULN,울산공장,A,837,34,95.94,22.984946236559143,44.96236559139785,2.8061768219832737
2024-04-27,ULN,울산공장,B,839,34,95.95,22.794874851013113,44.30083432657926,2.801108462455304
2024-04-27,ULN,울산공장,C,96,9,90.62,23.391666666666666,44.46979166666667,2.7697916666666664
2024-04-28,ASN,아산공장,A,469,23,95.1,23.06567164179104,44.61151385927505,2.779168443496802
2024-04-28,ASN,아산공장,B,435,14,96.78,22.681379310344827,45.716091954022986,2.8059310344827586
2024-04-28,ASN,아산공장,C,48,3,93.75,23.147916666666664,45.29583333333333,2.810416666666667
